Species,Weight,Length1,Length2,Length3,Height,Width
Roach,159.65,19.47,21.16,23.61,6.77,3.58
Perch,209.0,26.92,27.47,30.64,7.84,4.69
Roach,148.97,21.12,21.36,24.1,6.69,3.42
Bream,611.65,31.21,31.45,37.59,15.03,5.49
Pike,735.63,39.61,42.14,46.72,7.49,4.72
Pike,499.8,38.09,43.72,46.26,7.64,4.8
Pike,504.9,40.9,42.39,47.31,7.0,4.72
Perch,397.28,25.46,25.53,30.94,8.0,4.07
Perch,209.0,25.88,25.53,28.88,8.16,4.28
Parkki,145.84,17.27,18.78,21.65,8.36,3.29
Whitefish,481.52,26.62,27.5,32.09,8.34,4.49
Parkki,147.35,17.64,19.77,22.97,8.98,3.13
Whitefish,321.3,25.82,27.79,33.36,9.04,4.49
Pike,679.04,42.11,45.93,48.25,7.26,4.77
Roach,153.57,20.23,22.47,25.22,6.38,3.62
Smelt,11.18,11.19,11.21,12.81,2.31,1.35
Smelt,11.18,11.41,11.45,12.71,2.14,1.24
Roach,144.55,19.61,21.14,24.72,6.76,3.47
Bream,591.7,30.31,32.12,38.5,15.79,5.12
Parkki,147.35,19.0,20.76,23.9,8.98,3.16
Smelt,10.1,11.64,12.33,12.55,2.16,1.24
Pike,671.97,42.91,42.83,46.36,7.51,4.92
Perch,198.55,24.01,27.19,30.04,6.58,4.07
Pike,504.9,40.02,43.86,48.09,7.19,5.02
Parkki,150.35,18.36,18.78,22.5,8.71,3.14
Perch,381.85,23.77,28.32,30.94,8.32,4.83
Perch,374.13,23.04,27.75,30.94,7.13,4.97
Bream,605.47,28.79,31.68,37.59,15.49,5.59
Perch,397.28,24.83,29.17,29.13,6.71,4.32
Perch,213.18,25.61,24.75,26.68,6.85,4.07
Parkki,147.9,17.82,20.49,22.31,9.25,3.42
Pike,693.19,39.61,41.28,47.63,7.65,5.02
Pike,714.41,41.67,43.28,45.34,7.41,4.9
Parkki,149.35,18.81,19.77,22.74,8.28,3.13
Bream,610.0,30.91,31.45,39.89,15.79,5.33
Perch,211.09,26.14,25.79,28.83,7.92,4.54
Smelt,10.0,11.3,12.04,12.55,2.27,1.3
Parkki,139.2,18.81,19.87,23.43,8.7,3.01
Parkki,146.45,19.38,19.18,23.2,8.28,3.19
Whitefish,449.11,26.35,30.1,31.42,8.95,4.97
Parkki,150.8,18.36,19.58,22.27,8.87,3.19
Smelt,11.75,10.73,11.8,13.87,2.25,1.29
Roach,156.61,21.06,23.14,26.22,6.51,3.46
Smelt,11.06,10.96,11.21,13.47,2.2,1.32
Roach,155.09,19.61,21.83,26.22,6.63,3.84
Parkki,154.87,18.0,20.08,22.27,8.8,3.13
Perch,219.45,26.92,28.6,26.4,6.64,4.15
Bream,640.5,30.91,34.43,37.97,14.95,5.43
Pike,520.2,38.09,43.0,45.41,7.29,4.8
Pike,686.12,41.3,46.37,43.97,7.49,5.15
Whitefish,306.0,27.95,27.16,30.18,9.19,5.12
Perch,385.71,24.73,25.01,31.24,7.92,4.2
Whitefish,296.82,27.41,29.23,31.72,8.87,4.54
Perch,370.28,23.04,24.75,28.05,7.27,4.28
Whitefish,293.76,25.09,29.81,32.03,8.34,5.07
Pike,515.1,39.7,45.93,45.89,7.86,4.68
Smelt,11.18,11.86,11.84,12.44,2.29,1.34
Roach,141.6,21.12,22.7,24.1,6.25,3.71
Pike,671.97,42.08,42.57,46.26,6.93,5.06
Pike,535.5,39.3,43.28,49.67,7.22,5.2
Bream,622.2,31.01,31.45,36.57,15.79,5.16
Whitefish,309.06,25.86,29.23,33.04,9.86,5.12
Roach,143.07,20.09,23.17,24.22,6.64,3.47
Smelt,10.1,11.75,12.45,12.58,2.29,1.43
Roach,147.49,19.47,22.25,26.22,6.56,3.71
Whitefish,302.94,25.09,28.56,30.18,9.57,4.59
Whitefish,486.15,26.37,26.6,31.14,8.6,4.87
Smelt,9.8,11.07,12.57,13.47,2.36,1.31
Parkki,150.35,18.18,20.37,21.21,8.54,3.16
Perch,401.13,26.4,27.19,28.6,8.16,5.02
Parkki,148.85,18.91,19.66,21.87,9.25,3.29
Parkki,152.25,18.05,19.77,22.97,8.98,2.98
Roach,144.55,20.65,21.8,24.6,6.84,3.77
Pike,499.8,40.85,46.37,47.78,7.36,5.2
Smelt,11.75,10.96,12.21,13.21,2.29,1.4
Pike,535.5,42.11,43.28,46.83,7.11,5.06
Parkki,153.36,19.95,18.78,21.87,8.45,3.01
Perch,204.82,25.22,28.89,29.74,7.69,4.69
Parkki,145.0,17.45,19.77,22.5,8.45,3.29
Whitefish,309.06,25.6,29.12,30.18,9.22,5.12
Perch,204.82,25.09,26.83,26.12,6.71,4.03
Pike,700.26,42.5,42.83,43.51,7.51,4.87
Perch,211.09,26.4,25.79,28.32,7.53,3.99
Roach,150.45,21.12,23.36,26.22,6.49,3.51
Parkki,148.85,19.38,20.37,21.87,8.63,3.23
Roach,150.53,19.82,21.38,26.22,6.19,3.67
Smelt,9.7,10.84,11.84,12.97,2.31,1.29
Parkki,157.87,18.05,20.17,21.21,8.8,3.29
Perch,204.82,27.18,28.89,28.83,7.61,4.97
Perch,202.73,24.49,28.6,28.6,6.99,4.24
Pike,489.6,40.85,45.15,45.8,7.41,4.75
Bream,603.9,30.0,33.0,39.12,15.1,5.54
Whitefish,296.82,25.34,30.1,31.45,8.69,5.17
Whitefish,302.94,26.11,28.65,31.45,8.78,5.17
Perch,209.0,27.18,25.79,28.53,7.2,4.07
Whitefish,444.48,25.34,27.5,32.34,8.51,5.22
Roach,155.09,21.26,21.14,23.61,6.32,3.62
Roach,144.55,20.91,22.72,23.97,6.45,3.57
Whitefish,449.11,25.82,28.56,33.04,8.87,4.49
Bream,611.65,31.01,32.45,36.96,14.58,5.26
Perch,377.99,23.52,28.04,31.24,7.61,3.99
Roach,153.57,19.47,22.27,24.97,6.36,3.73
Parkki,148.85,19.38,18.98,22.97,8.98,3.39
Bream,605.47,30.1,33.44,39.27,15.03,5.39
Whitefish,321.3,25.55,30.1,32.09,9.38,5.22
Pike,494.7,38.09,45.93,46.72,7.34,4.7
Perch,209.0,24.49,26.57,31.24,6.71,4.24
Smelt,10.95,10.95,11.8,13.47,2.16,1.23
Pike,510.0,39.2,45.48,44.43,7.34,4.85
Whitefish,290.7,26.88,26.6,30.5,9.76,4.68
Whitefish,315.18,26.37,28.56,32.41,9.19,4.49
Smelt,11.29,11.41,11.33,13.47,2.14,1.23
Perch,401.13,25.46,25.01,27.23,7.27,4.24
Roach,140.12,20.71,23.36,26.22,6.76,3.67
Pike,484.5,42.5,44.6,43.97,7.41,5.1
Whitefish,299.88,26.37,26.6,33.04,9.13,4.77
Parkki,148.85,19.38,20.08,23.2,8.54,3.01
Pike,504.9,40.5,45.48,43.97,7.26,4.85
Parkki,140.65,19.76,20.49,21.65,8.36,3.16
Parkki,148.85,19.09,21.32,23.2,8.98,3.13
Roach,144.45,19.61,21.8,24.6,6.56,3.49
Perch,401.13,25.88,29.17,29.43,7.06,4.73
Parkki,151.86,19.19,20.91,21.43,8.8,2.98
Bream,605.47,30.61,32.34,36.44,15.79,5.43
Pike,707.34,40.5,44.6,44.88,7.71,4.85
Bream,585.6,28.88,32.01,38.12,15.4,5.16
Bream,617.83,30.31,32.78,39.27,14.42,5.39
Perch,209.0,23.77,25.01,30.94,7.27,4.24
Perch,404.99,24.98,28.89,29.13,7.69,4.78
Perch,366.42,25.46,27.75,30.94,7.61,4.73
Parkki,142.1,18.24,20.7,23.66,8.45,3.46
Perch,219.45,25.22,28.32,28.88,6.71,5.02
Smelt,12.1,11.41,11.72,13.36,2.36,1.4
Parkki,142.1,18.62,21.53,24.13,8.54,3.14
Parkki,148.85,18.91,21.32,22.97,8.11,3.23
Parkki,142.1,18.43,19.18,23.2,8.11,3.01
Smelt,10.2,10.85,11.6,13.74,2.2,1.28
Pike,530.4,42.5,45.48,47.17,7.11,4.97
Parkki,146.45,19.57,20.76,24.13,8.28,3.39
Whitefish,467.63,26.62,28.0,32.41,9.19,4.92
Roach,141.6,21.47,21.14,25.97,6.76,3.42
Smelt,11.87,10.73,12.15,12.71,2.12,1.24
Whitefish,315.18,24.83,29.23,30.82,9.57,4.54
Roach,155.09,20.23,22.25,23.86,6.58,3.53
Whitefish,467.63,26.88,27.72,30.82,8.43,4.97
Pike,530.4,42.91,44.72,45.89,7.71,4.7
Whitefish,486.15,26.08,28.0,31.72,8.69,5.12
Bream,642.54,30.7,31.35,38.88,15.7,5.23
Whitefish,302.94,25.86,30.39,31.45,8.78,4.92
Whitefish,486.15,26.61,26.6,30.18,9.38,4.59
Perch,393.42,24.98,25.27,28.05,7.06,4.69
Whitefish,309.06,25.86,28.65,32.09,9.48,4.73
Parkki,147.35,18.43,19.77,22.97,8.36,3.26
Perch,217.36,24.98,27.75,30.04,7.53,4.32
Whitefish,312.12,26.88,27.44,32.41,8.43,5.02
Pike,530.4,39.3,42.39,46.26,7.56,5.02
Perch,404.99,24.25,24.75,28.32,6.78,4.28
Whitefish,318.24,27.95,26.6,30.82,9.04,4.54
Parkki,147.9,18.05,20.91,22.97,9.25,3.04
Parkki,137.75,18.24,20.91,22.31,8.36,3.14
Perch,404.99,23.77,27.47,28.6,7.06,4.15
Smelt,9.4,11.07,11.33,13.74,2.14,1.38
Bream,605.47,30.61,31.35,37.97,14.58,5.43
Perch,366.42,24.49,25.27,26.68,6.92,4.32
Parkki,147.9,18.43,18.78,23.9,9.25,3.36
Smelt,9.7,11.29,11.6,13.21,2.25,1.33
Smelt,9.5,10.95,12.21,13.62,2.2,1.34
Perch,397.28,23.52,29.45,28.32,6.92,4.2
Roach,143.07,20.91,21.36,25.22,6.64,3.55
Bream,585.6,29.7,32.45,38.88,14.95,5.33
Perch,206.91,25.35,26.05,31.24,8.16,5.02
Parkki,154.87,18.43,21.32,22.75,8.87,3.17
Roach,147.49,20.5,22.25,23.72,6.83,3.49
Pike,535.5,42.5,45.15,47.78,7.44,5.02
Pike,721.48,39.61,41.28,46.36,7.14,4.82
Bream,624.01,31.82,32.34,38.35,15.4,5.37
Whitefish,299.88,24.32,29.23,32.03,9.19,4.82
Bream,597.8,31.52,32.01,40.43,14.58,5.44
Whitefish,439.85,26.35,28.36,29.88,9.04,4.87
Smelt,11.64,11.87,12.45,12.81,2.31,1.29
Pike,520.2,38.9,44.29,46.72,7.29,4.72
Roach,159.65,20.09,22.03,25.84,6.84,3.66
Smelt,11.64,11.53,12.04,13.47,2.12,1.35
Whitefish,293.76,24.58,29.81,30.82,8.34,4.78
Bream,597.8,31.31,31.45,39.66,15.25,5.54
Whitefish,453.74,26.88,29.4,33.04,8.69,4.54
Pike,515.1,40.1,43.28,46.36,7.26,4.75
Parkki,142.84,19.0,20.56,22.31,8.7,3.16
Pike,530.4,39.61,45.93,46.26,6.93,4.63
Pike,504.9,40.5,43.72,44.88,7.29,4.9
Pike,535.5,40.85,45.48,47.31,7.14,5.11
Smelt,9.9,11.18,11.48,13.34,2.25,1.29
Perch,401.13,27.44,28.32,28.83,6.92,4.2
Pike,679.04,42.08,45.15,45.41,7.58,5.15
Roach,147.49,21.68,22.03,25.22,6.84,3.6
Whitefish,306.0,24.83,27.72,32.41,9.13,5.17
Smelt,11.06,11.64,11.33,13.23,2.2,1.43
Roach,144.55,20.44,21.16,23.97,6.56,3.73
Roach,147.49,19.61,21.58,24.1,6.69,3.58
Pike,671.97,40.1,44.16,43.97,7.71,5.2
Bream,640.5,31.52,34.76,40.04,15.18,5.32
Smelt,11.64,11.75,11.21,13.76,2.13,1.39
Parkki,157.87,17.27,19.87,22.75,8.98,3.36
Roach,159.65,19.68,22.5,25.1,6.36,3.69
Roach,141.6,20.71,22.92,26.22,6.83,3.55
Parkki,150.35,18.43,21.11,24.13,8.87,3.13
Bream,610.0,29.09,32.12,37.97,15.25,5.26
Perch,397.28,25.35,27.47,30.04,6.85,4.78
Whitefish,315.18,26.88,29.81,30.18,9.29,4.73
Whitefish,453.74,26.61,27.16,30.5,8.43,4.68
Whitefish,472.26,24.83,28.0,32.72,8.6,4.59
Bream,617.83,30.91,33.99,38.12,14.42,5.48
Parkki,142.1,18.81,19.58,21.65,8.53,3.13
Roach,154.88,19.82,23.36,25.47,6.64,3.57
Smelt,10.4,11.18,12.39,12.58,2.29,1.35
Smelt,10.1,11.18,12.15,13.23,2.27,1.38
Parkki,147.9,17.82,19.97,22.97,8.89,3.29
Bream,597.8,31.01,32.78,40.04,14.8,5.33
Perch,389.56,23.77,28.89,28.88,7.27,4.36
Smelt,10.2,11.41,12.08,13.34,2.14,1.32
Whitefish,476.89,25.6,28.0,32.72,9.29,4.63
Roach,151.93,20.23,22.47,25.84,6.56,3.42
Smelt,11.52,11.75,11.21,13.49,2.09,1.24
Roach,141.6,19.88,21.14,26.09,6.43,3.73
Perch,370.28,23.52,27.47,26.4,8.0,4.64
Perch,374.13,25.88,27.35,29.74,7.53,4.83
Roach,141.6,21.12,21.8,24.72,7.03,3.6
Parkki,142.84,18.55,19.38,23.2,8.89,3.33
Whitefish,293.76,26.37,26.6,29.26,9.22,4.63
Parkki,140.65,19.09,20.29,22.27,8.7,3.46
Pike,728.56,40.02,42.57,45.34,7.11,4.63
Parkki,142.1,18.73,21.53,22.97,8.11,3.19
Parkki,154.87,18.0,20.29,22.97,8.8,3.39
Parkki,149.35,17.64,21.73,22.5,8.53,3.17
Perch,401.13,27.18,27.19,26.95,8.24,4.2
Whitefish,290.7,25.82,28.28,32.34,8.69,5.17
Whitefish,472.26,25.34,30.1,32.03,9.04,5.12
Bream,640.5,30.1,31.45,39.12,15.18,5.33
Parkki,145.0,19.09,19.58,22.97,8.7,3.42
Roach,144.45,20.03,21.16,26.22,7.03,3.69
Perch,393.42,23.28,28.04,30.04,6.78,4.24
Parkki,150.35,19.09,20.7,23.2,8.7,3.29
Whitefish,312.12,24.83,27.44,31.42,8.6,4.73
Whitefish,296.82,25.34,28.36,31.72,9.96,4.97
Whitefish,315.18,26.08,29.12,31.14,8.6,4.77
Smelt,11.75,10.85,11.33,12.81,2.18,1.26
Parkki,145.84,18.62,20.49,22.53,8.98,3.07
Pike,693.19,39.2,40.85,47.17,7.34,5.11
Roach,158.13,20.71,23.39,24.35,6.51,3.53
Smelt,9.6,10.84,12.69,12.58,2.16,1.33
Pike,515.1,41.3,45.15,48.09,7.71,4.92
Perch,204.82,25.35,28.32,31.24,6.92,4.64
Whitefish,453.74,25.86,28.07,33.36,8.78,4.92
Whitefish,453.74,24.58,29.4,30.8,9.67,4.82
Smelt,10.95,11.07,12.57,13.49,2.18,1.21
Bream,610.0,31.92,32.45,38.12,14.95,5.26
Parkki,142.1,19.19,19.97,22.04,8.53,3.17
Whitefish,458.37,25.28,27.79,30.49,8.87,5.12
Perch,404.99,23.28,25.01,30.94,7.69,4.32
Smelt,12.1,11.07,11.45,12.71,2.27,1.32
Whitefish,476.89,24.32,28.65,29.57,9.76,4.59
Parkki,153.36,17.45,18.98,23.2,8.96,3.33
Smelt,9.8,11.64,11.72,13.47,2.25,1.29
Roach,147.5,20.29,22.92,24.72,6.45,3.77
Parkki,140.65,19.19,20.29,22.04,8.62,3.13
Roach,155.09,21.12,21.83,23.97,6.56,3.42
Perch,377.99,27.44,26.57,29.43,7.77,4.11
Roach,150.53,20.03,22.92,24.85,7.03,3.77
Pike,686.12,41.67,45.04,48.73,7.64,5.0
Bream,634.4,30.0,34.1,36.57,14.36,5.37
Smelt,11.87,11.41,11.72,12.58,2.13,1.33
Pike,499.8,40.02,42.14,47.31,7.22,5.1
Roach,141.6,20.85,22.94,25.97,6.77,3.71
Whitefish,302.94,25.09,28.28,30.18,8.87,4.82
Perch,204.82,24.98,26.57,30.94,7.92,4.28
Bream,616.1,28.88,32.45,38.5,14.73,5.23
Perch,385.71,23.52,27.19,29.13,7.27,4.59
Parkki,143.55,18.36,20.08,22.75,9.16,3.29
Bream,640.5,31.62,31.68,36.96,15.55,5.02
Parkki,143.55,19.09,20.08,22.5,9.25,3.07
Whitefish,444.48,25.28,28.84,29.57,9.19,4.59
Whitefish,449.11,24.58,27.72,31.11,9.13,5.12
Perch,370.28,24.98,25.79,26.68,7.53,4.59
Pike,742.7,42.5,40.85,44.88,7.14,4.82
Smelt,10.4,10.84,11.84,12.94,2.18,1.43
Smelt,10.1,11.07,12.27,12.55,2.2,1.42
Perch,209.0,26.4,29.17,28.6,7.77,4.97
Smelt,11.75,11.53,12.21,12.55,2.29,1.28
Whitefish,296.82,25.09,29.52,32.41,9.76,4.78
Smelt,11.41,11.41,11.48,13.76,2.16,1.42
Pike,728.56,38.09,45.04,48.09,7.56,4.7
Smelt,11.18,11.86,12.57,12.58,2.2,1.31
Parkki,143.55,18.73,18.78,22.09,9.07,3.11
Smelt,11.29,10.84,11.45,12.97,2.34,1.42
Pike,530.4,40.9,43.72,45.8,7.58,4.97
Pike,671.97,38.09,43.72,46.36,7.41,4.8
Smelt,11.18,11.64,12.39,12.97,2.09,1.34
Roach,150.45,20.09,23.14,24.1,6.38,3.69
Smelt,11.87,11.64,11.21,12.68,2.23,1.29
Pike,735.63,42.08,43.0,48.25,7.49,5.06
Parkki,153.36,18.55,19.77,24.13,8.19,3.01
Parkki,142.1,18.18,19.58,22.97,8.54,3.29
Smelt,11.98,10.84,11.96,13.87,2.23,1.3
Whitefish,463.0,27.95,28.0,33.04,8.34,4.77
Pike,735.63,42.5,45.15,44.88,7.36,4.72
Parkki,145.84,18.62,20.49,22.75,8.36,3.13
Parkki,149.35,19.57,18.98,22.04,8.96,3.23
Whitefish,472.26,26.37,27.79,33.36,9.22,4.87
Smelt,11.98,11.87,11.72,13.23,2.29,1.3
Perch,215.27,25.88,25.79,28.32,8.16,4.2
Smelt,10.4,10.95,12.21,12.71,2.12,1.33
Whitefish,299.88,25.82,29.81,31.14,8.51,4.45
Perch,397.28,23.52,27.09,27.5,7.13,3.99
Bream,611.65,29.09,34.32,40.27,15.7,5.12
Perch,209.0,24.01,28.32,26.12,6.78,4.97
Pike,499.8,42.08,45.93,48.09,7.64,4.75
Pike,728.56,40.02,46.37,48.25,7.44,5.2
Roach,144.45,20.44,21.83,25.47,6.19,3.55
Smelt,11.06,10.73,12.69,13.08,2.18,1.28
Pike,700.26,40.85,43.72,49.67,7.58,4.8
Bream,630.19,29.18,32.78,37.73,15.7,5.23
Pike,700.26,41.3,45.15,47.63,7.65,4.95
Whitefish,312.12,26.88,28.84,32.72,8.6,5.17
Pike,686.12,39.3,41.95,47.17,7.51,5.15
Smelt,10.95,11.53,11.21,12.81,2.29,1.29
Perch,401.13,25.88,25.79,28.6,6.71,3.95
Parkki,145.0,18.62,19.66,23.9,8.7,3.04
Parkki,145.84,18.73,21.53,21.21,8.63,3.14
Parkki,153.36,18.81,20.08,23.43,8.89,3.23
Bream,622.2,30.61,33.33,39.27,15.4,5.17
Whitefish,309.06,26.35,28.84,29.26,9.09,4.92
Whitefish,318.24,26.37,30.39,31.11,9.09,5.27
Bream,648.72,31.31,34.43,39.66,14.95,5.33
Roach,153.4,20.29,21.61,25.1,6.9,3.42
Bream,586.94,31.92,33.99,38.35,14.36,5.26
Bream,634.4,29.4,32.12,37.97,14.51,5.59
Pike,721.48,42.5,43.72,47.31,7.71,4.63
Smelt,11.98,10.73,11.48,12.68,2.18,1.36
Whitefish,293.76,26.61,29.4,32.09,8.87,4.92
Roach,146.03,20.44,21.83,24.97,6.45,3.77
Roach,147.5,20.09,22.92,23.61,7.03,3.55
Whitefish,290.7,26.61,28.84,31.42,8.95,4.59
Perch,198.55,26.4,27.09,30.04,7.61,4.07
Perch,374.13,25.35,25.01,29.13,8.0,4.11
Perch,209.0,26.66,27.09,29.13,7.06,4.15
Bream,599.29,28.79,34.32,36.82,14.8,5.23
Roach,156.61,21.06,21.83,23.61,6.51,3.58
Bream,603.9,31.92,34.43,39.89,14.8,5.32
Roach,153.4,19.47,22.25,24.35,6.83,3.77
Parkki,145.0,17.82,19.77,23.2,8.54,3.23
Bream,616.1,28.79,33.0,37.97,15.18,5.17
Pike,520.2,40.02,42.14,49.2,7.71,4.77
Bream,579.5,29.79,31.45,38.5,14.36,5.7
Smelt,11.41,11.3,12.27,12.55,2.22,1.25
Whitefish,293.76,26.88,28.84,31.77,9.04,4.49
Pike,504.9,42.5,42.57,43.51,7.79,4.7
Bream,597.8,31.92,34.43,36.44,15.94,5.48
Bream,616.1,30.7,31.68,37.34,14.42,5.43
Perch,397.28,25.88,26.9,29.43,7.77,3.95
Bream,634.4,31.31,34.76,38.5,14.21,5.39
Parkki,152.25,18.55,19.77,22.97,8.7,3.29
Pike,484.5,40.9,46.37,45.8,7.64,4.63
Smelt,11.18,11.41,11.48,12.94,2.31,1.36
Smelt,11.41,10.95,11.96,12.55,2.25,1.31
Pike,535.5,39.61,41.71,46.83,7.49,5.15
Roach,153.57,21.32,22.47,24.22,6.43,3.71
Bream,617.83,31.01,31.68,40.43,15.64,5.07
Bream,579.5,31.01,31.35,36.82,15.03,5.23
Pike,707.34,38.9,41.28,45.8,7.11,4.8
Bream,624.01,29.09,34.76,39.12,14.66,5.28
Whitefish,439.85,26.61,29.4,32.09,9.57,4.59
Bream,586.94,31.62,33.44,39.66,15.49,5.37
Whitefish,458.37,26.08,28.0,30.5,10.05,5.27
Smelt,11.75,11.87,11.56,13.47,2.31,1.29
Parkki,142.1,18.91,19.77,22.74,9.25,3.2
Whitefish,467.63,26.35,30.1,31.11,8.51,5.12
Bream,585.6,28.79,33.77,40.27,14.95,5.26
Whitefish,306.0,26.88,29.81,31.72,8.51,5.02
Perch,374.13,27.18,27.19,28.05,7.77,4.54
Parkki,156.37,18.73,20.08,20.99,8.63,3.26
Smelt,10.2,11.53,12.33,12.94,2.29,1.43
Parkki,156.37,19.38,20.56,24.36,8.54,3.14
Roach,155.09,20.23,23.36,23.86,6.36,3.62
Bream,624.01,29.4,31.78,38.74,15.34,5.32
Pike,721.48,38.09,45.04,44.88,7.56,4.72
Bream,648.72,29.09,32.34,36.82,15.18,5.17
Parkki,142.1,19.38,20.76,21.43,8.71,3.11
Bream,636.36,31.92,33.77,37.97,14.58,5.23
Smelt,11.41,11.53,12.15,12.44,2.25,1.4
Bream,611.65,31.31,32.12,37.2,14.66,5.33
Whitefish,449.11,24.32,29.23,30.5,9.13,4.63
Whitefish,467.63,27.15,28.36,30.18,9.38,4.82
Smelt,11.29,11.98,12.21,12.81,2.12,1.25
Roach,140.12,20.71,22.25,24.1,6.36,3.67
Parkki,142.1,17.27,21.53,21.87,8.45,3.04
Whitefish,302.94,26.88,27.16,31.14,10.05,4.82
Bream,630.19,31.52,33.33,36.96,14.21,5.39
Roach,148.97,21.06,21.58,23.72,6.38,3.67
Parkki,145.0,18.73,21.53,23.2,8.28,3.29
Smelt,11.06,11.18,12.08,13.62,2.2,1.32
Pike,693.19,42.5,41.71,46.36,7.14,5.05
Perch,404.99,24.25,29.74,27.77,7.77,4.54
Perch,397.28,23.77,27.35,26.95,6.85,4.36
Perch,389.56,24.83,27.09,27.77,7.53,4.11
Smelt,10.2,11.86,12.21,13.23,2.13,1.23
Parkki,150.8,17.64,20.76,22.5,8.87,3.13
Whitefish,444.48,25.55,28.84,29.88,9.29,4.82
Pike,707.34,40.02,43.86,48.73,7.51,5.06
Parkki,142.84,19.09,20.49,23.9,8.19,2.98
Roach,159.65,21.12,22.27,25.97,6.96,3.42
Whitefish,312.12,25.09,26.88,33.04,9.38,4.82
Smelt,9.7,10.96,11.96,13.74,2.25,1.36
Pike,735.63,41.7,43.86,48.73,7.34,5.0
Bream,579.5,30.1,31.68,37.59,15.7,5.7
Perch,381.85,26.4,24.75,28.6,7.27,4.07
Parkki,142.1,18.55,21.32,24.13,8.36,3.13
Roach,156.61,20.03,21.38,24.35,6.69,3.71
Perch,385.71,24.73,25.01,26.4,7.84,4.03
Pike,735.63,41.26,45.04,45.89,7.11,5.06
Bream,579.5,28.79,33.44,36.57,15.03,5.37
Pike,700.26,40.85,44.72,48.09,7.71,5.06
Perch,404.99,25.46,28.6,27.77,8.24,4.03
Roach,145.97,21.68,22.03,25.1,6.96,3.69
Pike,707.34,42.5,46.37,48.25,7.56,4.82
Parkki,157.87,18.73,19.97,22.53,8.87,3.17
Perch,215.27,24.49,27.35,26.12,7.61,4.28
Roach,156.61,19.88,22.72,25.84,6.25,3.67
Pike,484.5,40.43,41.71,47.63,7.26,4.68
Perch,389.56,23.04,28.04,28.32,7.06,4.64
Whitefish,318.24,26.61,26.6,32.72,9.96,4.82
Roach,154.88,21.47,22.5,23.72,6.36,3.75
Bream,624.01,28.88,33.11,37.2,15.1,5.07
Bream,605.47,29.7,32.34,40.27,15.4,5.12
Roach,158.13,20.23,22.7,24.22,6.56,3.57
Bream,611.65,29.49,33.44,37.34,15.64,5.32
Whitefish,439.85,26.62,28.94,30.18,9.67,5.17
Perch,370.28,24.01,27.47,31.24,6.71,4.73
Pike,693.19,40.9,41.95,46.83,7.56,4.77
Pike,484.5,42.91,43.28,45.34,7.56,4.63
Parkki,151.86,19.19,19.58,22.5,8.45,3.29
Bream,597.8,30.31,34.1,37.73,14.51,5.17
Roach,148.97,21.68,21.83,26.09,6.76,3.57
Pike,693.19,40.9,41.28,45.89,7.86,4.85
Roach,153.57,21.26,22.05,25.84,6.25,3.62
Roach,143.07,20.5,22.5,23.97,6.32,3.42
Smelt,11.98,10.96,11.33,13.49,2.22,1.31
Smelt,12.1,10.85,11.56,12.97,2.31,1.33
Pike,735.63,40.85,45.04,46.72,6.93,4.87
Bream,616.1,30.91,33.77,36.57,14.66,5.59
Smelt,11.41,11.18,11.6,12.58,2.34,1.24
Whitefish,467.63,24.58,28.28,30.8,9.86,5.17
Bream,605.47,31.92,32.67,39.66,15.4,5.48
Roach,156.61,20.29,23.36,23.86,6.71,3.77
Pike,489.6,38.9,44.6,45.8,7.41,5.05
Whitefish,309.06,26.35,30.39,31.72,8.51,5.07
Pike,489.6,38.09,44.72,43.51,7.51,4.92
Smelt,10.2,10.96,11.45,13.74,2.16,1.43
Whitefish,481.52,25.86,27.72,32.41,9.57,5.12
Parkki,154.87,19.0,20.17,24.36,8.36,3.46
Parkki,142.1,19.38,20.37,21.21,9.34,3.29
Perch,374.13,23.52,25.79,31.24,6.58,4.73
Pike,510.0,40.1,44.16,46.36,7.44,4.72
Perch,202.73,23.28,24.75,28.83,7.13,4.11
Smelt,11.75,11.29,11.96,12.55,2.2,1.32
Perch,211.09,24.49,26.05,30.94,7.61,4.24
Bream,605.47,29.4,33.99,36.96,15.34,5.12
Bream,597.8,31.62,32.78,39.5,14.36,5.26
Pike,735.63,42.08,45.15,48.25,7.58,5.02
Parkki,143.55,18.0,21.32,24.36,8.53,3.29
Roach,144.45,20.65,22.25,24.97,6.83,3.51
Whitefish,486.15,27.15,27.79,32.41,8.51,4.97
Bream,599.29,30.7,32.01,39.89,15.25,5.33
Perch,219.45,25.09,26.83,30.34,7.69,4.28
Pike,728.56,41.67,44.72,47.17,7.34,5.1
Parkki,150.8,18.43,19.66,22.97,9.34,3.19
Perch,397.28,27.18,24.75,30.04,6.78,4.54
Smelt,11.41,10.84,11.8,12.81,2.29,1.42
Smelt,10.95,10.73,11.84,13.1,2.2,1.25
Bream,605.47,29.7,32.78,36.96,14.66,5.07
Pike,707.34,42.11,45.93,48.09,7.64,5.0
Bream,585.6,29.7,31.45,39.89,15.03,5.32
Bream,603.9,29.18,33.33,39.5,15.18,5.16
Whitefish,453.74,26.35,29.52,33.04,9.04,5.27
Pike,735.63,40.02,42.83,45.8,7.79,5.11
Roach,153.57,20.09,22.27,24.97,6.51,3.49
Bream,593.12,31.31,31.35,39.89,14.66,5.7
Parkki,146.45,19.0,21.11,22.97,8.11,3.01
Roach,155.09,20.91,23.17,24.6,6.32,3.53
