Species,Weight,Length1,Length2,Length3,Height,Width
Whitefish,299.88,25.09,27.44,30.18,8.6,4.59
Parkki,292.11,24.61,26.75,29.96,11.86,4.43
Roach,87.0,12.3,13.2,14.58,3.98,2.13
Whitefish,244.8,20.48,22.4,24.64,7.02,3.75
Parkki,159.8,17.86,19.46,21.81,8.83,3.21
Parkki,146.45,20.0,21.71,24.34,9.83,3.19
Pike,959.5,48.78,52.22,55.65,9.02,6.23
Perch,665.0,32.77,35.15,37.43,10.29,5.95
Roach,41.4,9.9,10.92,12.18,3.18,1.69
Parkki,147.0,18.03,19.6,21.95,8.71,3.23
Bream,974.1,35.7,39.27,44.88,18.45,6.42
Parkki,217.5,29.7,32.25,36.15,14.6,4.74
Pike,680.4,51.84,55.2,58.44,9.35,5.84
Parkki,134.85,18.41,20.0,22.41,9.05,2.94
Bream,750.0,43.65,47.25,54.6,20.64,6.55
Pike,1232.0,71.68,76.8,81.92,12.29,8.6
Roach,73.83,17.66,19.47,21.72,5.67,3.02
Bream,682.5,26.18,28.7,32.13,13.04,4.72
Bream,686.0,29.79,32.34,37.73,14.64,5.09
Whitefish,577.8,30.5,33.17,36.38,11.5,7.02
Roach,167.31,21.78,23.76,26.93,7.46,3.8
Pike,549.99,41.9,44.62,47.24,7.56,4.72
Smelt,8.92,10.37,10.92,12.01,2.01,1.05
Parkki,91.8,16.63,18.05,20.2,7.55,2.73
Bream,436.5,26.0,28.81,33.66,13.19,4.78
Pike,600.0,50.4,54.0,57.6,8.35,5.88
Smelt,9.57,11.88,12.43,13.86,2.18,1.41
Smelt,13.42,13.31,14.3,15.18,2.5,1.38
Roach,114.4,19.86,21.63,24.02,6.41,3.53
Smelt,7.49,10.81,11.34,12.41,1.85,1.23
Pike,1425.0,72.45,77.55,82.65,13.39,9.26
Perch,194.4,24.84,27.0,28.62,6.95,3.98
Roach,128.0,16.4,18.0,20.24,5.63,3.06
Perch,450.0,40.35,43.05,45.15,11.38,6.95
Parkki,153.0,18.77,20.4,22.85,9.07,3.36
Smelt,10.09,10.82,11.44,12.48,2.28,1.44
Whitefish,960.0,40.44,43.68,47.52,14.11,7.89
Bream,350.0,18.76,20.79,24.15,9.93,3.69
Parkki,279.0,22.32,24.18,26.97,10.57,3.94
Perch,309.0,27.71,29.56,31.0,7.81,4.77
Roach,101.4,22.75,24.44,27.56,7.25,3.78
Pike,762.3,44.35,47.52,50.69,7.6,5.32
Roach,285.6,26.25,28.35,32.13,9.0,5.01
Smelt,19.9,13.8,15.0,16.2,2.93,1.88
Bream,500.0,26.8,29.7,34.5,14.18,5.28
Bream,445.5,27.32,29.7,34.75,13.86,4.8
Pike,408.5,33.73,36.1,38.48,6.93,4.35
Bream,525.0,30.56,33.08,38.22,14.45,4.59
Smelt,9.76,9.68,10.4,11.04,1.82,1.0
Perch,240.0,33.6,36.8,39.2,8.35,5.8
Bream,432.0,19.2,21.0,24.36,9.82,3.65
Whitefish,51.7,12.69,13.82,15.51,6.44,2.19
Whitefish,577.8,30.5,33.17,36.38,11.5,7.02
Whitefish,51.7,12.69,13.82,15.51,6.44,2.19
Pike,6.83,9.49,10.0,11.02,1.77,1.07
Pike,419.52,36.8,39.1,41.86,6.7,3.98
Roach,170.66,23.32,24.8,28.3,7.33,3.85
Parkki,156.6,21.38,23.22,26.03,10.52,3.41
Pike,924.0,53.76,57.6,61.44,9.22,6.45
Perch,56.0,19.32,21.0,22.4,5.35,3.4
Roach,131.95,18.66,20.02,22.11,6.04,3.23
Smelt,8.79,10.91,11.41,12.73,2.0,1.3
Perch,77.35,16.56,18.2,19.11,4.62,2.52
Parkki,148.4,20.14,21.94,24.59,9.05,3.49
Roach,0.0,18.24,19.68,21.89,6.22,3.22
Roach,145.0,20.5,22.0,24.3,6.63,3.55
Bream,746.75,32.75,36.05,42.13,16.85,6.23
Perch,124.8,19.2,21.12,22.56,5.87,3.38
Smelt,15.68,18.24,19.2,21.12,3.53,1.84
Perch,74.4,16.0,17.67,18.79,5.24,2.84
Pike,516.0,42.6,45.6,48.6,8.75,5.49
Roach,195.0,26.52,28.6,32.11,7.55,4.88
Bream,456.0,27.26,29.76,34.75,13.69,4.9
Bream,485.0,27.84,30.07,35.11,13.94,4.67
Bream,266.8,22.08,24.2,28.7,11.48,3.96
Parkki,168.0,24.5,26.6,29.82,11.75,4.09
Bream,916.5,35.16,38.54,43.15,17.52,6.34
Parkki,122.4,17.85,19.38,21.73,8.56,2.98
Perch,187.15,22.32,24.32,25.65,6.23,4.03
Bream,934.25,36.56,39.9,45.75,18.94,6.82
Roach,60.9,12.74,13.86,15.54,3.93,2.22
Perch,660.0,23.4,25.2,26.76,7.68,4.12
Whitefish,556.2,29.36,31.93,35.02,11.07,6.76
Roach,123.6,19.16,20.6,22.87,6.4,3.68
Smelt,11.96,11.27,11.96,13.13,2.05,1.37
Smelt,10.3,11.75,12.27,13.62,2.3,1.21
Pike,1425.0,72.45,77.55,82.65,13.39,9.26
Pike,469.2,36.8,39.1,41.86,6.28,4.1
Whitefish,1020.0,38.05,40.8,44.37,12.6,6.66
Pike,988.0,50.23,53.77,57.3,9.28,6.42
Parkki,96.0,14.0,15.2,17.04,6.71,2.33
Parkki,276.0,22.08,23.92,26.68,10.46,3.9
Smelt,9.21,10.06,10.53,11.66,1.96,1.2
Roach,0.0,20.9,22.55,25.08,7.12,3.69
Roach,250.24,23.0,24.84,28.15,7.88,4.39
Parkki,6.25,7.95,8.9,9.33,2.24,1.49
Bream,301.0,18.55,20.3,23.8,8.71,3.59
Pike,960.0,33.6,36.0,38.4,5.76,3.69
Pike,7.37,10.23,10.78,11.88,1.91,1.15
Pike,1732.5,61.95,66.57,71.4,11.35,7.85
Smelt,21.47,14.39,15.59,16.57,3.13,2.25
Smelt,21.29,14.77,16.05,17.33,3.14,2.01
Bream,700.0,37.52,41.58,48.3,19.85,7.39
Bream,495.0,30.36,33.0,38.61,15.41,5.33
Parkki,90.0,11.04,12.0,13.44,5.34,1.98
Perch,180.48,21.7,23.62,25.15,6.46,4.0
Parkki,72.0,10.5,11.4,12.78,5.04,1.75
Smelt,21.47,14.39,15.59,16.57,3.13,2.25
Pike,315.0,36.54,39.16,41.79,6.6,4.22
Parkki,160.5,19.69,21.4,23.97,9.52,3.52
Smelt,9.8,14.14,14.84,16.24,2.42,1.61
Roach,167.44,22.88,24.34,27.77,7.19,3.78
Pike,455.0,38.22,40.95,43.68,6.33,4.46
Whitefish,272.7,24.34,26.77,29.59,8.23,4.29
Whitefish,1070.0,39.91,42.8,46.55,13.22,6.98
Parkki,86.4,15.65,16.99,19.01,7.11,2.57
Roach,138.0,18.77,20.24,22.72,5.34,3.45
Roach,196.0,21.66,23.03,26.26,7.25,4.04
Roach,169.05,23.1,24.57,28.04,7.26,3.81
Roach,165.62,21.56,23.52,26.66,7.38,3.76
Pike,315.0,36.54,39.16,41.79,6.6,4.22
Perch,115.5,21.0,23.1,24.68,5.8,4.19
Pike,540.6,42.4,45.05,48.23,7.23,4.73
Perch,604.5,33.95,36.27,38.5,10.36,5.58
Perch,534.56,31.72,34.11,35.36,10.43,6.26
Whitefish,648.0,34.2,37.2,40.8,12.89,7.87
Whitefish,288.9,25.79,28.36,31.35,8.72,4.55
Smelt,21.47,14.39,15.59,16.57,3.13,2.25
Bream,594.0,29.11,31.68,36.83,15.28,5.52
Roach,93.96,19.66,21.38,23.98,6.07,3.43
Parkki,294.84,24.84,27.0,30.24,11.98,4.48
Parkki,135.0,24.45,26.55,29.7,11.11,4.01
Whitefish,1020.0,38.05,40.8,44.37,12.6,6.66
Parkki,180.0,14.4,15.6,17.4,6.82,2.54
Roach,203.0,28.7,30.8,34.02,9.29,4.97
Bream,644.0,29.35,32.2,37.26,14.94,5.14
Whitefish,56.65,13.91,15.14,17.0,7.05,2.4
Smelt,13.92,17.28,18.08,20.16,3.17,2.06
Smelt,16.08,14.04,14.88,16.2,2.92,1.52
Perch,303.0,25.45,27.57,28.99,8.41,5.19
Roach,69.6,14.56,15.84,17.76,4.49,2.54
Pike,800.8,46.59,49.92,53.25,7.99,5.59
Smelt,10.48,11.23,11.88,12.96,2.37,1.49
Parkki,184.0,19.5,21.16,23.74,9.52,3.37
Bream,679.0,29.49,32.01,37.15,14.41,5.13
Parkki,144.2,19.57,21.32,23.9,8.79,3.39
Pike,545.0,45.78,49.05,52.32,7.59,5.34
Whitefish,848.0,35.72,38.58,41.98,12.47,6.97
Bream,370.6,32.16,34.88,40.66,15.17,5.53
Whitefish,405.0,36.15,39.75,43.95,12.22,6.37
Pike,448.5,46.8,50.05,53.3,8.31,5.17
Pike,561.0,44.0,46.75,50.05,7.51,4.9
Parkki,170.0,19.0,20.7,23.2,9.4,3.41
Roach,145.5,19.79,21.34,23.96,5.63,3.64
Roach,101.4,22.75,24.44,27.56,7.25,3.78
Parkki,200.0,21.2,23.0,25.8,10.35,3.66
Whitefish,577.8,30.5,33.17,36.38,11.5,7.02
Bream,902.5,36.1,38.95,44.17,16.74,6.05
Smelt,9.01,10.28,10.74,11.92,2.01,1.06
Pike,545.0,45.78,49.05,52.32,7.59,5.34
Parkki,142.1,19.4,21.07,23.62,9.54,3.09
Perch,910.0,51.1,54.6,57.96,15.59,8.4
Roach,274.72,25.25,27.27,30.91,8.65,4.82
Roach,147.0,19.99,21.56,24.21,5.69,3.68
Whitefish,60.5,14.85,16.17,18.15,7.53,2.56
Roach,86.13,18.02,19.6,21.98,5.56,3.14
Whitefish,990.0,36.93,39.6,43.06,12.23,6.46
Parkki,282.0,22.56,24.44,27.26,10.69,3.98
Smelt,12.57,12.46,13.39,14.21,2.35,1.29
Roach,405.6,30.68,32.97,36.4,9.86,5.57
Perch,118.8,19.8,21.78,23.27,6.05,3.37
Whitefish,56.65,13.91,15.14,17.0,7.05,2.4
Smelt,9.31,9.98,10.56,11.52,2.11,1.32
Bream,530.0,30.85,33.39,38.58,14.58,4.63
Smelt,8.79,10.91,11.41,12.73,2.0,1.3
Roach,196.0,21.66,23.03,26.26,7.25,4.04
Roach,142.8,21.42,22.95,25.5,6.68,3.39
Perch,63.7,14.29,15.83,16.84,4.18,2.68
Perch,836.4,37.33,39.78,42.13,12.68,7.5
Roach,114.4,19.86,21.63,24.02,6.41,3.53
Bream,510.0,27.34,30.29,35.19,14.46,5.38
Smelt,10.1,11.53,12.04,13.36,2.26,1.19
Bream,290.4,21.04,23.2,26.8,10.18,3.56
Pike,369.15,38.52,41.2,43.87,6.84,4.26
Roach,354.9,26.85,28.85,31.85,8.63,4.87
Whitefish,496.8,26.22,28.52,31.28,9.88,6.04
Pike,1519.0,54.88,58.8,62.72,9.41,6.02
Pike,395.6,32.66,34.96,37.26,6.71,4.21
Bream,232.0,19.2,21.04,24.96,9.98,3.44
Parkki,168.3,18.81,20.49,22.97,9.3,3.38
Roach,109.2,24.5,26.32,29.68,7.81,4.07
Pike,404.2,33.37,35.72,38.07,6.85,4.3
Pike,1026.0,52.16,55.84,59.51,9.64,6.66
Bream,390.0,18.6,20.1,23.22,8.68,3.44
Bream,784.8,34.88,38.15,44.25,17.83,6.64
Pike,950.0,48.3,51.7,55.1,8.93,6.17
Whitefish,556.2,29.36,31.93,35.02,11.07,6.76
Parkki,159.0,19.5,21.2,23.74,9.43,3.49
Bream,468.7,28.89,31.61,37.06,13.56,5.6
Pike,324.0,37.58,40.28,42.98,6.79,4.34
Smelt,11.1,11.01,11.83,12.56,2.07,1.14
Pike,864.0,64.16,68.8,73.28,12.46,8.21
Roach,163.5,22.24,23.98,26.92,6.33,4.09
Pike,357.0,28.0,29.75,31.85,4.78,3.12
Perch,214.73,25.62,27.9,29.43,7.15,4.62
Smelt,8.0,9.94,10.4,11.59,1.82,1.18
Roach,114.4,19.86,21.63,24.02,6.41,3.53
Parkki,133.4,18.22,19.78,22.17,8.96,2.9
Roach,147.0,22.05,23.62,26.25,6.88,3.49
Whitefish,496.8,26.22,28.52,31.28,9.88,6.04
Smelt,13.05,12.31,13.05,14.34,2.24,1.49
Bream,974.1,35.7,39.27,44.88,18.45,6.42
Parkki,267.54,22.54,24.5,27.44,10.87,4.06
Perch,126.0,21.0,23.1,24.68,5.92,3.7
Pike,785.4,45.7,48.96,52.22,7.83,5.48
Bream,454.5,27.07,30.0,35.05,13.74,4.98
Whitefish,333.54,27.9,30.52,33.57,9.57,5.1
Parkki,110.4,16.1,17.48,19.6,7.72,2.68
Bream,708.5,33.79,36.52,42.18,15.78,6.24
Pike,1488.0,53.76,57.6,61.44,9.22,5.9
Whitefish,496.8,26.22,28.52,31.28,9.88,6.04
Pike,312.0,36.19,38.79,41.39,6.54,4.18
Smelt,9.99,10.71,11.33,12.36,2.26,1.42
Pike,1860.0,67.2,72.0,76.8,11.52,7.37
Perch,291.0,24.44,26.48,27.84,8.07,4.98
Whitefish,810.0,42.75,46.5,51.0,16.12,9.84
Parkki,180.0,26.25,28.5,31.95,12.59,4.38
Roach,377.0,31.2,33.8,37.96,11.54,5.85
Perch,247.5,25.64,27.72,29.11,7.74,4.16
Roach,140.0,21.0,22.5,25.0,6.55,3.33
Smelt,12.6,11.0,11.66,12.69,2.28,1.19
Whitefish,56.65,13.91,15.14,17.0,7.05,2.4
Parkki,382.2,32.2,35.0,39.2,15.52,5.8
Parkki,6.37,8.1,9.07,9.5,2.28,1.52
Parkki,144.0,17.66,19.2,21.5,8.54,3.16
Bream,609.5,33.18,36.04,41.87,16.04,5.9
Parkki,220.0,23.32,25.3,28.38,11.38,4.03
Whitefish,55.55,13.63,14.85,16.66,6.92,2.35
Smelt,10.09,11.74,12.36,13.6,2.27,1.18
Bream,841.5,32.47,35.64,41.18,16.72,6.14
Pike,365.7,38.16,40.81,43.46,6.78,4.22
Pike,864.0,64.16,68.8,73.28,12.46,8.21
Bream,589.0,29.92,32.77,37.72,14.75,5.02
Whitefish,572.4,30.21,32.86,36.04,11.39,6.96
Smelt,10.67,11.44,12.1,13.2,2.42,1.52
Smelt,14.47,12.64,13.39,14.58,2.62,1.37
Smelt,10.68,11.66,12.21,13.52,2.27,1.39
Whitefish,529.2,27.93,30.38,33.32,10.53,6.43
Pike,279.0,30.41,32.55,36.08,5.52,4.08
Bream,763.0,34.77,38.15,44.15,17.7,6.09
Perch,1440.0,58.4,62.4,66.24,17.82,11.99
Perch,552.0,27.68,29.6,31.44,8.46,5.09
Smelt,10.8,12.2,12.74,14.15,2.39,1.39
Roach,401.7,30.39,32.65,36.05,9.77,5.52
Roach,63.48,15.18,16.74,18.68,4.87,2.6
Perch,667.2,38.4,41.4,43.8,12.31,7.67
Smelt,9.7,10.4,11.0,12.0,2.2,1.38
Pike,303.0,33.03,35.35,39.19,6.0,4.43
Smelt,15.86,14.95,15.86,17.42,2.72,1.81
Whitefish,50.6,12.42,13.52,15.18,6.3,2.14
Bream,363.8,25.57,28.36,33.28,13.24,5.02
Whitefish,648.0,34.2,37.2,40.8,12.89,7.87
Whitefish,513.0,27.07,29.45,32.3,10.21,6.23
Pike,2170.0,78.4,84.0,89.6,13.44,8.6
Pike,321.0,37.24,39.91,42.59,6.73,4.3
Smelt,27.86,19.32,21.0,22.68,4.11,2.63
Perch,137.75,19.66,21.56,22.99,5.66,3.45
Pike,1920.0,67.2,72.0,76.8,11.52,7.37
Pike,545.0,45.78,49.05,52.32,7.59,5.34
Roach,148.4,22.26,23.85,26.5,6.94,3.52
Pike,583.2,43.31,46.44,49.46,8.41,5.54
Smelt,7.56,10.91,11.45,12.53,1.87,1.24
Parkki,128.4,18.73,20.33,22.79,8.98,3.12
Pike,1750.0,72.8,78.4,83.58,14.96,9.78
Parkki,148.5,18.22,19.8,22.18,8.8,3.26
Parkki,94.5,17.12,18.59,20.79,7.78,2.81
Bream,684.0,30.4,33.25,38.57,15.54,5.79
Perch,910.0,44.85,48.1,51.22,14.09,8.14
Bream,854.0,43.26,46.9,54.04,21.89,7.19
Parkki,306.0,24.48,26.52,29.58,11.6,4.32
Parkki,145.5,17.85,19.4,21.73,8.63,3.19
Pike,515.0,43.26,46.35,49.44,7.17,5.04
Bream,675.8,34.34,37.61,43.27,16.92,5.76
Whitefish,58.3,14.31,15.58,17.49,7.26,2.47
Pike,540.6,42.4,45.05,48.23,7.23,4.73
Parkki,285.0,22.8,24.7,27.55,10.8,4.02
Parkki,218.0,23.11,25.07,28.12,11.28,3.99
Roach,93.09,19.47,21.19,23.75,6.01,3.4
Bream,663.4,33.71,36.91,42.48,16.61,5.65
Smelt,10.0,11.41,11.92,13.23,2.24,1.18
Bream,490.5,30.08,32.7,38.26,15.27,5.28
Roach,190.8,25.02,26.71,29.57,7.51,4.14
Smelt,11.83,11.74,12.61,13.39,2.21,1.22
Bream,217.8,15.78,17.4,20.1,7.64,2.67
Pike,330.0,35.97,38.5,42.68,6.53,4.82
Parkki,117.0,21.19,23.01,25.74,9.63,3.47
Whitefish,287.64,24.06,26.32,28.95,8.25,4.4
Parkki,159.8,17.86,19.46,21.81,8.83,3.21
Perch,139.5,19.07,20.93,22.32,6.32,3.37
Pike,515.0,43.26,46.35,49.44,7.17,5.04
Whitefish,583.2,30.78,33.48,36.72,11.6,7.09
Parkki,5.78,7.35,8.23,8.62,2.07,1.38
Pike,1362.5,56.68,61.04,65.07,11.65,7.61
Smelt,7.35,10.61,11.13,12.18,1.81,1.21
Bream,507.5,22.26,24.5,28.63,11.45,4.24
Whitefish,378.0,33.74,37.1,41.02,11.4,5.95
Parkki,259.35,21.85,23.75,26.6,10.53,3.94
Smelt,10.0,11.41,11.92,13.23,2.24,1.18
Parkki,120.0,12.72,13.8,15.48,6.21,2.2
Parkki,154.5,18.95,20.6,23.07,9.16,3.39
Pike,396.9,30.24,32.2,34.09,5.45,3.41
Bream,926.35,33.95,37.34,42.68,17.54,6.1
Whitefish,216.0,19.28,21.2,23.44,6.52,3.4
Smelt,9.22,11.45,11.98,13.36,2.1,1.36
Roach,68.31,16.34,18.02,20.1,5.25,2.79
Roach,256.0,33.76,36.0,40.0,10.24,6.08
Smelt,12.93,12.19,12.93,14.2,2.22,1.48
Roach,169.05,23.1,24.57,28.04,7.26,3.81
Smelt,12.74,13.91,14.56,16.12,2.71,1.66
Roach,137.75,19.47,20.9,23.09,6.3,3.37
Bream,522.5,31.24,34.1,39.82,15.69,5.61
Roach,143.0,24.83,27.04,30.03,8.02,4.41
Smelt,9.31,10.83,11.4,12.54,2.09,1.09
Roach,212.0,23.43,24.91,28.41,7.84,4.37
Roach,81.9,18.38,19.74,22.26,5.85,3.05
Whitefish,800.0,29.84,32.0,34.8,9.88,5.22
Parkki,7.67,9.75,10.92,11.44,2.75,1.83
Bream,667.0,29.26,32.2,37.63,15.05,5.57
Roach,260.0,28.73,30.55,34.84,9.62,5.37
Perch,1050.0,42.21,45.68,48.3,13.23,8.55
Perch,294.0,24.7,26.75,28.13,8.16,5.03
Pike,688.0,56.8,60.8,64.8,11.66,7.32
Perch,213.75,20.9,22.8,24.22,6.93,3.54
Parkki,170.0,19.0,20.7,23.2,9.4,3.41
Smelt,13.67,11.93,12.65,13.77,2.48,1.29
Pike,810.0,60.15,64.5,68.7,11.68,7.69
Parkki,140.0,14.84,16.1,18.06,7.24,2.56
Whitefish,336.6,28.16,30.8,33.88,9.66,5.15
Roach,138.0,18.77,20.24,22.72,5.34,3.45
Whitefish,518.4,27.36,29.76,32.64,10.31,6.3
Pike,475.0,39.9,42.75,45.6,6.61,4.65
Roach,148.8,19.62,20.93,23.25,5.95,3.53
Parkki,180.0,26.25,28.5,31.95,12.59,4.38
Roach,69.0,16.5,18.2,20.3,5.3,2.82
Whitefish,309.06,25.86,28.28,31.11,8.87,4.73
Smelt,7.0,10.1,10.6,11.6,1.73,1.15
Bream,621.0,33.8,36.72,42.66,16.34,6.02
Parkki,145.5,17.85,19.4,21.73,8.63,3.19
Whitefish,336.6,28.16,30.8,33.88,9.66,5.15
Pike,365.7,38.16,40.81,43.46,6.78,4.22
Parkki,150.0,18.4,20.0,22.4,8.89,3.29
Whitefish,290.7,24.32,26.6,29.26,8.34,4.45
Roach,168.0,22.16,23.62,26.25,6.72,3.99
Smelt,10.29,11.97,12.6,13.86,2.31,1.21
Parkki,152.6,20.71,22.56,25.29,9.31,3.59
Parkki,220.0,23.32,25.3,28.38,11.38,4.03
Pike,478.8,42.0,44.62,47.77,7.64,4.54
Perch,149.5,24.7,27.3,29.25,7.69,4.3
Roach,421.2,31.86,34.24,37.8,10.24,5.78
Bream,489.25,29.25,31.93,37.29,14.69,5.26
Bream,960.0,47.04,51.2,59.52,24.7,8.93
Smelt,6.79,9.8,10.28,11.25,1.68,1.11
Parkki,260.0,27.56,29.9,33.54,13.45,4.76
Pike,1680.0,58.8,63.0,67.2,10.08,6.45
Smelt,9.02,9.84,10.3,11.41,1.92,1.18
Whitefish,336.6,28.16,30.8,33.88,9.66,5.15
Whitefish,53.9,13.23,14.41,16.17,6.71,2.28
Perch,188.5,28.6,31.2,33.15,8.29,4.97
Roach,156.0,21.22,22.88,25.69,6.04,3.9
Bream,464.4,28.62,31.32,36.72,13.44,5.54
Parkki,160.0,16.96,18.4,20.64,8.28,2.93
Pike,417.1,34.44,36.86,39.28,7.07,4.44
Roach,84.0,12.6,13.5,15.0,3.93,2.0
Smelt,14.47,12.64,13.39,14.58,2.62,1.37
Whitefish,545.4,28.79,31.31,34.34,10.85,6.63
Roach,174.6,22.89,24.44,27.06,6.87,3.79
Pike,324.3,33.84,36.19,38.54,6.01,3.74
Smelt,10.2,11.53,12.04,13.36,2.26,1.31
Pike,823.9,47.94,51.36,54.78,8.22,5.75
Smelt,9.4,10.73,11.21,12.44,2.1,1.11
Bream,763.0,34.77,38.15,44.15,17.7,6.09
Whitefish,800.0,29.84,32.0,34.8,9.88,5.22
Roach,84.0,13.58,14.7,16.59,4.28,2.31
Perch,30.9,9.0,9.72,10.32,2.76,1.58
Parkki,255.0,28.5,31.05,34.8,14.09,5.12
Pike,330.0,35.97,38.5,42.68,6.53,4.82
Perch,270.4,26.42,28.6,30.06,7.45,4.51
Pike,1760.0,61.6,66.0,70.4,10.56,6.76
Bream,845.0,40.3,43.55,50.31,18.82,7.45
Perch,30.9,9.0,9.72,10.32,2.76,1.58
Pike,470.0,39.48,42.3,45.12,6.54,4.6
Pike,1375.0,57.2,61.6,65.67,11.75,7.68
Bream,636.0,31.16,33.92,39.43,16.36,5.91
Parkki,5.66,7.2,8.06,8.45,2.03,1.35
Perch,703.8,35.29,37.74,40.09,10.78,6.49
Whitefish,324.0,28.92,31.8,35.16,9.77,5.1
Parkki,309.0,24.72,26.78,29.87,11.71,4.36
Whitefish,513.0,27.07,29.45,32.3,10.21,6.23
Perch,143.0,26.0,28.6,30.55,7.18,5.19
Parkki,133.4,18.22,19.78,22.17,8.96,2.9
Smelt,12.57,12.46,13.39,14.21,2.35,1.29
Smelt,12.57,11.85,12.57,13.8,2.15,1.44
Whitefish,1020.0,38.05,40.8,44.37,12.6,6.66
Whitefish,259.2,23.14,25.44,28.13,7.82,4.08
Parkki,134.4,18.24,19.87,22.27,8.2,3.16
Perch,175.0,18.13,19.6,20.58,5.47,2.94
Whitefish,327.42,27.39,29.96,32.96,9.39,5.01
Smelt,9.31,11.56,12.09,13.48,2.12,1.38
Bream,451.25,26.98,29.45,34.39,13.55,4.85
Roach,122.4,19.79,21.42,24.17,6.24,3.36
Perch,935.0,40.59,44.0,46.53,13.12,7.82
Roach,176.4,23.13,24.7,27.34,6.94,3.83
Bream,646.0,30.21,33.25,38.57,14.7,5.82
Bream,480.0,23.52,25.6,29.76,11.96,4.14
Roach,89.61,18.75,20.39,22.87,5.79,3.27
Pike,2080.0,72.8,78.0,83.2,12.48,7.99
Bream,418.5,24.92,27.62,32.27,12.65,4.58
Bream,930.0,47.25,51.75,59.55,23.28,7.92
Perch,110.0,17.82,19.8,21.12,5.74,3.65
Parkki,178.5,19.95,21.73,24.36,9.87,3.58
Pike,550.8,40.9,43.86,46.72,7.94,5.23
Bream,580.75,31.61,34.34,39.9,15.28,5.63
Bream,582.8,29.61,32.43,37.32,14.59,4.96
Smelt,13.58,14.56,15.4,16.8,3.07,1.93
Whitefish,58.3,14.31,15.58,17.49,7.26,2.47
Parkki,92.7,16.79,18.23,20.39,7.63,2.75
Pike,321.0,37.24,39.91,42.59,6.73,4.3
Smelt,10.29,11.97,12.6,13.86,2.31,1.21
Roach,158.05,22.35,23.98,26.49,7.23,3.87
Perch,252.2,24.64,26.68,28.03,6.95,4.2
Perch,126.5,20.9,23.1,24.75,6.51,3.64
Smelt,12.57,12.46,13.39,14.21,2.35,1.29
Smelt,9.6,10.85,11.33,12.58,2.13,1.23
Pike,739.2,43.01,46.08,49.15,7.37,5.16
Whitefish,1070.0,39.91,42.8,46.55,13.22,6.98
Parkki,151.2,20.52,22.36,25.06,9.22,3.56
Parkki,126.0,22.82,24.78,27.72,10.37,3.74
Parkki,204.0,22.8,24.84,27.84,11.28,4.09
Roach,74.1,16.62,17.86,20.14,5.3,2.76
Perch,252.0,32.2,35.0,37.1,9.02,5.16
Smelt,13.05,12.95,13.91,14.77,2.44,1.34
Perch,1188.0,43.31,46.44,49.14,13.51,8.01
Bream,630.0,30.87,33.6,39.06,15.7,5.43
Pike,4.02,5.58,5.88,6.48,1.04,0.63
Perch,90.0,12.3,13.5,14.4,4.08,2.17
Parkki,7.67,9.75,10.92,11.44,2.75,1.83
Parkki,126.0,22.82,24.78,27.72,10.37,3.74
Whitefish,183.6,15.36,16.8,18.48,5.27,2.81
Pike,313.95,32.76,35.04,37.31,5.82,3.62
Smelt,10.09,11.02,11.54,12.77,2.15,1.32
Bream,637.0,29.03,31.85,36.86,14.78,5.09
Parkki,184.0,19.5,21.16,23.74,9.52,3.37
Pike,754.6,43.9,47.04,50.18,7.53,5.27
Parkki,181.9,20.33,22.15,24.82,10.05,3.65
Perch,140.65,21.34,23.28,24.73,6.18,3.71
Parkki,142.5,17.48,19.0,21.28,8.45,3.13
Roach,192.6,25.25,26.96,29.85,7.58,4.18
Parkki,98.0,13.3,14.49,16.24,5.98,2.31
Pike,485.0,40.74,43.65,46.56,6.75,4.75
Pike,317.4,33.12,35.42,37.72,5.88,3.66
Perch,185.4,23.69,25.75,27.3,6.63,3.79
Pike,550.8,40.9,43.86,46.72,7.94,5.23
Smelt,5.22,6.48,6.78,7.56,1.19,0.77
Whitefish,405.0,36.15,39.75,43.95,12.22,6.37
Bream,441.0,26.26,29.11,34.01,13.33,4.83
Perch,200.0,30.4,33.6,36.0,9.11,5.87
Smelt,10.09,10.82,11.44,12.48,2.28,1.44
Bream,1050.0,45.6,49.5,57.45,22.29,7.93
Roach,174.07,22.66,24.72,28.02,7.76,3.95
Pike,1519.0,54.88,58.8,62.72,9.41,6.02
Pike,723.8,42.11,45.12,48.13,7.22,5.05
Roach,156.0,24.18,26.0,28.86,8.08,4.65
Parkki,291.0,23.28,25.22,28.13,11.03,4.11
Roach,147.2,19.41,20.7,23.0,5.89,3.5
Roach,0.0,19.95,21.53,23.94,6.8,3.52
Pike,1815.0,64.9,69.74,74.8,11.89,8.23
Whitefish,82.5,20.25,22.05,24.75,10.27,3.49
Bream,669.6,34.02,37.26,42.88,16.76,5.7
Whitefish,502.2,26.51,28.83,31.62,9.99,6.1
Parkki,220.0,23.32,25.3,28.38,11.38,4.03
Roach,169.6,21.73,23.85,26.82,7.46,4.05
Pike,390.0,42.51,45.5,50.44,7.72,5.7
Smelt,20.88,13.99,15.16,16.11,3.05,2.19
Smelt,12.81,12.71,13.65,14.49,2.39,1.32
Smelt,10.1,11.41,11.92,13.23,2.24,1.3
Perch,656.0,29.68,32.0,34.0,8.91,5.3
Smelt,19.9,13.33,14.44,15.35,2.9,2.09
Perch,344.5,33.02,35.75,37.57,9.17,5.64
